name,title,college,url
Zachary Palmer,Associate Professor,Swarthmore College,https://www.cs.swarthmore.edu/~zpalmer/
Ameet Soni,Associate Professor,Swarthmore College,https://www.cs.swarthmore.edu/~soni/
Sukrit Venkatagiri,Assistant Professor,Swarthmore College,http://sukritv.com/
Ranysha Ware,Assistant Professor,Swarthmore College,https://www.swarthmore.edu/profile/ray-ware
Rich Wicentowski,Professor,Swarthmore College,https://www.cs.swarthmore.edu/~richardw/
Charlie Kazer,Lab Instructor,Swarthmore College,https://www.cs.swarthmore.edu/~ckazer
Marcus Brumfield,Assistant Professor,Tougaloo College,
Bobby England,Professor,Transylvania University,https://www.transy.edu/academics/faculty/rengland/
Kenny Moorman,Professor,Transylvania University,https://www.transy.edu/academics/faculty/kmoorman/
Ewa Syta,Associate Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1480311
Chandranil Chakraborttii,Assistant Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1480870
Maminur Islam,Assistant Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1480894
Jonathan Johnson,Visiting Lecturer,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1480981
Takunari Miyazaki,Associate Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1018181
Madalene Spezialetti,Associate Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1000586
Peter A. Yoon,Professor,Trinity College,https://internet3.trincoll.edu/facProfiles/Default.aspx?fid=1015999
Paul Myers,Professor,Trinity University,https://www.trinity.edu/directory/pmyers
Zeyu Chen,Visiting Assistant Professor,Trinity University,https://www.trinity.edu/directory/zchen
Eduardo Davalos Anaya,Assistant Professor,Trinity University,https://www.trinity.edu/directory/davalosedu515
Seth Fogarty,Associate Professor,Trinity University,https://www.trinity.edu/directory/sfogarty
Matthew Hibbs,Associate Professor,Trinity University,https://www.trinity.edu/directory/mhibbs
Britton Horn,Assistant Professor,Trinity University,https://www.trinity.edu/directory/bhorn
Johanna Jacob,Assistant Professor,Trinity University,https://www.trinity.edu/directory/jjacob1
Sheng Tan,Associate Professor,Trinity University,https://www.trinity.edu/directory/stan
Eva Tuba,Assistant Professor,Trinity University,https://www.trinity.edu/directory/etuba
Yu Zhang,Professor,Trinity University,https://www.trinity.edu/directory/yzhang
Matt Anderson,Associate Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/matthew-anderson
Aaron Cass,Associate Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/aaron-cass
Georgia Doing,Visiting Assistant Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/georgia-doing
Chris Fernandes,Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/chris-st-fernandes
Shruti Mahajan,Assistant Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/shruti-mahajan
John Rieffel,Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/john-rieffel
TJ Schlueter,Visiting Assistant Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/tj-schlueter
Kristina Striegnitz,Associate Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/kristina-striegnitz
Arjun Viswanathan,Visiting Assistant Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/arjun-viswanathan
Nick Webb,Associate Professor,Union College (NY),https://www.union.edu/computer-science/faculty-staff/nick-webb
Jennifer Polack,Professor,University of Mary Washington,http://www.jenpolack.com/
Karen Anewalt,Professor,University of Mary Washington,http://www.umw.edu/directory/employee/karen-anewalt/
Stephen Davies,Professor,University of Mary Washington,http://stephendavies.org/
Andrew Marshall,Associate Professor,University of Mary Washington,https://www.marshallandrew.net/
Ian Finlayson,Lecturer,University of Mary Washington,http://ianfinlayson.net/
Ian Finlayson,Associate Professor,University of Mary Washington,http://ianfinlayson.net/
Xin-Wen Wu,Associate Professor,University of Mary Washington,https://xinwenwu.net/
Jessica Zeitz,Associate Professor,University of Mary Washington,http://www.umw.edu/directory/employee/jessica-self-jzeitz/
Prashant Chandrasekar,Assistant Professor,University of Mary Washington,http://www.umw.edu/directory/employee/prashant-chandrasekar-pchandra/
Evan Coleman,Assistant Professor,University of Mary Washington,http://www.evan-c-coleman.com
Josh Clements,Lecturer,University of Mary Washington,https://www.umw.edu/directory/employee/joshua-clements-jclemen4/
Gusty Cooper,Lecturer,University of Mary Washington,http://gusty.bike/
Peter Dolan,Associate Professor,University of Minnesota Morris,https://morris.umn.edu/directory/peter-dolan
Wenkai Guan,Assistant Professor,University of Minnesota Morris,https://morris.umn.edu/directory/wenkai-guan
Kristin Lamberty,Associate Professor,University of Minnesota Morris,https://morris.umn.edu/directory/kristin-lamberty
Elena Machkasova,Associate Professor,University of Minnesota Morris,https://morris.umn.edu/directory/elena-machkasova
Nic McPhee,Professor,University of Minnesota Morris,https://morris.umn.edu/directory/nic-mcphee
Computer Science Department,Lecturer,University of North Carolina Asheville,https://go.unca.edu/cs
Why Study Computer Science at Asheville?,Lecturer,University of North Carolina Asheville,https://go.unca.edu/cs/#faq
Computer Science Department Faculty,Lecturer,University of North Carolina Asheville,https://go.unca.edu/faculty/susan-reiser/
Kevin Sanft,Lecturer,University of North Carolina Asheville,https://go.unca.edu/faculty/kevin-sanft-ph-d/
Kevin Sanft,Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/kevin-sanft-ph-d/
Marietta Cameron,Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/marietta-cameron-ph-d/
Kenneth Bogert,Associate Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/kenneth-bogert-ph-d/
Farzana Rashid,Assistant Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/farzana-rashid-ph-d/
Michael Sarris,Lecturer,University of North Carolina Asheville,https://go.unca.edu/faculty/michael-sarris/
Sarah Van Wart,Assistant Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/sarah-van-wart/
Adam Whitley,Assistant Professor,University of North Carolina Asheville,https://go.unca.edu/faculty/adam-whitley-ph-d/
Baha Alsaify,Visiting Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/baha-alsaify
America Chambers,Associate Professor,University of Puget Sound,https://www.pugetsound.edu/directory/america-chambers
Sunita Chepuri,Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/sunita-chepuri
David Chiu,Professor,University of Puget Sound,https://www.pugetsound.edu/directory/david-chiu
Cynthia Gibson,Visiting Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/cynthia-gibson
Sara Johnson,Visiting Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/sara-johnson-0
Marissa Masden,Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/marissa-masden
Alison Paradise,Instructor,University of Puget Sound,https://www.pugetsound.edu/directory/alison-paradise
Jake Price,Associate Professor,University of Puget Sound,https://www.pugetsound.edu/directory/jake-price
Adam Smith,Associate Professor,University of Puget Sound,https://www.pugetsound.edu/directory/adam-smith
Maddie Weinstein,Assistant Professor,University of Puget Sound,https://www.pugetsound.edu/directory/maddie-weinstein
Douglas Szajda,Associate Professor,University of Richmond,https://cs.richmond.edu/faculty/dszajda/
Prateek Bhakta,Associate Professor,University of Richmond,https://cs.richmond.edu/faculty/pbhakta/
M Charity,Assistant Professor,University of Richmond,https://cs.richmond.edu/faculty/mcharit2/
Arthur Charlesworth,Professor,University of Richmond,https://cs.richmond.edu/faculty/acharles/
Catherine Finegan-Dollak,Assistant Professor,University of Richmond,https://cs.richmond.edu/faculty/cfinegan/
Yucong Jiang,Associate Professor,University of Richmond,https://cs.richmond.edu/faculty/yjiang3/
Patrick Martin,Assistant Professor,University of Richmond,https://cs.richmond.edu/faculty/pmartin2/
Mmachi Obiorah,Assistant Professor,University of Richmond,https://cs.richmond.edu/faculty/mobiorah/
Joonsuk Park,Associate Professor,University of Richmond,https://cs.richmond.edu/faculty/jpark/
William F. Prior,Adjunct Instructor,University of Richmond,https://cs.richmond.edu/faculty/wprior/
Shweta Ware,Associate Professor,University of Richmond,https://cs.richmond.edu/faculty/sware/
Catherine Cavagnaro,Professor,The University of the South,https://new.sewanee.edu/our-faculty-staff/catherine-cavagnaro/
Stephen Carl,Associate Professor,The University of the South,https://new.sewanee.edu/our-faculty-staff/stephen-carl/
Ross Sowell,Associate Professor,The University of the South,https://new.sewanee.edu/our-faculty-staff/ross-sowell/
Karen Carter,Associate Professor,University of Virginia--Wise,https://www.uvawise.edu/directory/karen-carter
Alex Edwards,Adjunct Instructor,University of Virginia--Wise,https://www.uvawise.edu/directory/alex-edwards
David Frazier,Senior Instructor,University of Virginia--Wise,https://www.uvawise.edu/directory/david-frazier
Robert Hatch,Associate Professor,University of Virginia--Wise,https://www.uvawise.edu/directory/robert-hatch
Shilpa Lakhanpal,Assistant Professor,University of Virginia--Wise,https://www.uvawise.edu/directory/shilpa-lakhanpal
Jacob Somervell,Professor,University of Virginia--Wise,https://www.uvawise.edu/directory/jacob-somervell
Nicholas Scoville,Professor,Ursinus College,https://www.ursinus.edu/live/profiles/132-nicholas-scoville
Susan Adam,Instructor,Ursinus College,https://www.ursinus.edu/live/profiles/2106-susan-adam
David Henry,Instructor,Ursinus College,https://www.ursinus.edu/live/profiles/7357-david-henry
Olena Kozhushkina,Associate Professor,Ursinus College,https://www.ursinus.edu/live/profiles/2451-olena-kozhushkina
William Mongan,Associate Professor,Ursinus College,https://www.ursinus.edu/live/profiles/5313-william-mongan
Leslie New,Associate Professor,Ursinus College,https://www.ursinus.edu/live/profiles/5902-leslie-new
Christopher Sadowski,Associate Professor,Ursinus College,https://www.ursinus.edu/live/profiles/650-christopher-sadowski
Eric Mawuena Takyi,Assistant Professor,Ursinus College,https://www.ursinus.edu/live/profiles/5935-eric-takyi
Jason Waterman,Associate Professor,Vassar College,https://www.vassar.edu/faculty/jawaterman
Jacob Erickson,Visiting Assistant Professor,Vassar College,https://www.vassar.edu/faculty/jerickson
Anna Gommerstadt,Assistant Professor,Vassar College,https://www.vassar.edu/faculty/hgommerstadt
Jonathan Gordon,Assistant Professor,Vassar College,https://www.vassar.edu/faculty/jgordon
Luke Hunsberger,Professor,Vassar College,https://www.vassar.edu/faculty/hunsberger
Peter Lemieszewski,Visiting Assistant Professor,Vassar College,https://www.vassar.edu/faculty/pelemieszewski
Heather Newman,Assistant Professor,Vassar College,https://www.vassar.edu/faculty/hnewman
Rui Manuel Pacheco Meireles,Assistant Professor,Vassar College,https://www.vassar.edu/faculty/rpachecomeireles
Marc L. Smith,Professor,Vassar College,https://www.vassar.edu/faculty/mlsmith
Logan Stapleton,Assistant Professor,Vassar College,https://www.vassar.edu/faculty/lstapleton
Abdullah Al-Alaj,Assistant Professor,Virginia Wesleyan University,https://www.vwu.edu/academics/majors/computer-science/meet-the-faculty.php?person=0725253
Zizhong J. Wang,Professor,Virginia Wesleyan University,https://www.vwu.edu/academics/majors/computer-science/meet-the-faculty.php?person=0161619
Qixin Deng,Assistant Professor,Wabash College,https://www.wabash.edu/academics/computer_science/
Colin McKinney,Associate Professor,Wabash College,https://www.wabash.edu/academics/computer_science/
William J. Turner,Associate Professor,Wabash College,https://www.linkedin.com/in/wjturner/
Chad Westphal,Professor,Wabash College,https://www.wabash.edu/academics/computer_science/
Ryeongkyung Yoon,Assistant Professor,Wabash College,https://www.wabash.edu/academics/computer_science/
Jim Jacobs,Assistant Professor,Wartburg College,https://www.wartburg.edu/people/jim-jacobs/
Terry Letsche,Associate Professor,Wartburg College,https://www.wartburg.edu/people/terry-letsche/
Sara Sprenkle,Associate Professor,Washington and Lee University,https://www.wlu.edu/computer-science-department/profile/sprenkle-sara
Sana Habib,Visiting Assistant Professor,Washington and Lee University,https://www.wlu.edu/computer-science-department/profile/habib-sana
Simon Levy,Professor,Washington and Lee University,https://www.wlu.edu/computer-science-department/profile/levy-simon
Kefu Lu,Associate Professor,Washington and Lee University,https://www.wlu.edu/computer-science-department/profile/lu-kefu
Elizabeth Matthews,Associate Professor,Washington and Lee University,https://www.wlu.edu/computer-science-department/profile/matthews-elizabeth
Austin Lobo,Associate Professor,Washington College,https://www.washcoll.edu/people_departments/faculty/alobo2.php
Shaun Ramsey,Professor,Washington College,https://www.washcoll.edu/people_departments/faculty/sramsey2.php
Heather Switzer,Assistant Professor,Washington College,https://www.washcoll.edu/people_departments/faculty/hswitzer2.php
Charles Hannon,Professor,Washington & Jefferson College,https://www.washjeff.edu/person/charles-t-hannon-ph-d/
Amanda Holland-Minkley,Professor,Washington & Jefferson College,https://www.washjeff.edu/person/amanda-holland-minkley-ph-d/
John Ladd,Assistant Professor,Washington & Jefferson College,https://www.washjeff.edu/person/john-ladd/
Rebecca Rapp,Assistant Professor,Washington & Jefferson College,https://www.washjeff.edu/person/rebecca-rapp/
Carolyn Anderson,Assistant Professor,Wellesley College,https://www.wellesley.edu/people/carolyn-anderson
Scott Anderson,Associate Teaching Professor,Wellesley College,https://www.wellesley.edu/people/scott-anderson
Christine Bassem,Associate Professor,Wellesley College,https://www.wellesley.edu/people/christin-bassem
Brian Brubach,Assistant Professor,Wellesley College,https://www.wellesley.edu/people/brian-brubach
Vinitha Gadiraju,Assistant Professor,Wellesley College,https://www.wellesley.edu/people/vinitha-gadiraju
Catherine Grevet Delcourt,Associate Professor,Wellesley College,https://www.wellesley.edu/people/catherine-grevet-delcourt
Stella Kakavouli,Associate Teaching Professor,Wellesley College,https://www.wellesley.edu/people/stella-kakavouli
Peter Mawhorter,Associate Teaching Professor,Wellesley College,https://www.wellesley.edu/people/peter-mawhorter
Sara Melnick,Assistant Teaching Professor,Wellesley College,https://www.wellesley.edu/people/sara-melnick
Panagiotis Metaxas,Professor,Wellesley College,https://www.wellesley.edu/people/panagiotis-metaxas
Eni Mustafaraj,Associate Professor,Wellesley College,https://www.wellesley.edu/people/eni-mustafaraj
Smaranda Sandu,Assistant Teaching Professor,Wellesley College,https://www.wellesley.edu/people/ana-smaranda-sandu
Orit Shaer,Professor,Wellesley College,https://www.wellesley.edu/people/orit-shaer
Brian Tjaden,Professor,Wellesley College,https://www.wellesley.edu/people/brian-tjaden
Franklyn Turbak,Associate Professor,Wellesley College,https://www.wellesley.edu/people/franklyn-turbak
Jordan Tynes,Assistant Teaching Professor,Wellesley College,https://www.wellesley.edu/people/jordan-tynes
Alexa VanHattum,Assistant Professor,Wellesley College,https://www.wellesley.edu/people/alexa-vanhattum
Yaniv Yacoby,Assistant Professor,Wellesley College,https://www.wellesley.edu/people/yaniv-yacoby
Norman Danner,Professor,Wesleyan University,https://ndanner-wesleyancs.gitlab.io/website
Daniel Krizanc,Professor,Wesleyan University,http://dkrizanc.web.wesleyan.edu
Dan Licata,Associate Professor,Wesleyan University,https://dlicata.wescreates.wesleyan.edu
James Lipton,Professor,Wesleyan University,http://jlipton.web.wesleyan.edu
Yuxuan Mei,Assistant Professor,Wesleyan University,https://ymei.wescreates.wesleyan.edu/
Sonia Roberts,Assistant Professor,Wesleyan University,http://www.soniarobots.com
Sebastian Zimmeck,Associate Professor,Wesleyan University,https://sebastianzimmeck.de/
Wai Kiu Chan,Professor,Wesleyan University,https://wkchan.faculty.wesleyan.edu/
Victoria Ursula Manfredi,Associate Professor,Wesleyan University,https://victoriamanfredi.com
John P. Bonomo,Professor,Westminster College (PA),https://www.westminster.edu/profile.cfm?bonomojp
Adam M. Blumenthal,Assistant Professor,Westminster College (PA),https://sites.google.com/view/ablumenthal/
Natacha Fontes Merz,Associate Professor,Westminster College (PA),https://www.westminster.edu/profile.cfm?fontesnc
Heather Muchowski,Assistant Professor,Westminster College (PA),https://www.westminster.edu/profile.cfm?muchowh
Hyunju Kim,Associate Professor,Wheaton College (IL),https://www.wheaton.edu/academics/faculty/hyunju-kim/
Devin Pohly,Senior Lecturer,Wheaton College (IL),https://www.wheaton.edu/academics/faculty/devin-pohly/
Thomas VanDrunen,Professor,Wheaton College (IL),https://www.wheaton.edu/academics/faculty/thomas-vandrunen/
Nicholas Almeder,Visiting Instructor,Wheaton College (MA),https://departments.wheatoncollege.edu/faculty/nicholas-almeder/
Michael B. Gousie,Professor,Wheaton College (MA),https://departments.wheatoncollege.edu/faculty/michael-b-gousie/
Mark D. LeBlanc,Professor,Wheaton College (MA),https://departments.wheatoncollege.edu/faculty/mark-d-leblanc/
Tony Tong,Assistant Professor,Wheaton College (MA),https://departments.wheatoncollege.edu/faculty/tong-zhou/
William Bares,Associate Professor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/william-bares
Janet Davis,Professor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/janet-davis
Richard Torres Molina,Visiting Instructor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/richard-torres-molina
Sachintha Pitigala,Visiting Assistant Professor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/sachintha-pitigala
John Stratton,Associate Professor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/john-stratton
Jordan Wirfs-Brock,Assistant Professor,Whitman College,https://www.whitman.edu/academics/majors-and-programs/computer-science/faculty-and-staff/jordan-wirfs-brock
Fred Agbo,Assistant Professor,Willamette University,https://my.willamette.edu/people/fjagbo
Rachel A Brown,Assistant Professor,Willamette University,https://my.willamette.edu/people/rabrown3
Haiyan Cheng,Professor,Willamette University,https://my.willamette.edu/people/hcheng
Calvin K Deutschbein,Assistant Professor,Willamette University,https://my.willamette.edu/people/ckdeutschbein
Kristen Gore,Assistant Professor,Willamette University,https://my.willamette.edu/people/kgore
Hank Ibser,Associate Professor,Willamette University,https://my.willamette.edu/people/hibser
Heather Kitada Smalley,Associate Professor,Willamette University,https://my.willamette.edu/people/hsmalley
Zechariah D Meunier,Assistant Professor,Willamette University,https://my.willamette.edu/people/zdmeunier
Jed Rembold,Associate Professor,Willamette University,https://my.willamette.edu/people/jjrembold
Hendrik Orem,Assistant Professor,Willamette University,https://my.willamette.edu/people/horem
Jeannie Albrecht,Professor,Williams College,http://cs.williams.edu/~jeannie/
Daniel Barowy,Associate Professor,Williams College,http://cs.williams.edu/~dbarowy/
James Bern,Assistant Professor,Williams College,https://james-bern.github.io/
Rohit Bhattacharya,Assistant Professor,Williams College,https://rohit-bhattacharya.com/
Stephen N. Freund,Professor,Williams College,http://cs.williams.edu/~freund/
Mark Hopkins,Associate Professor,Williams College,http://markandrewhopkins.com
Iris Howley,Assistant Professor,Williams College,http://cs.williams.edu/~iris/
William Jannen,Associate Professor,Williams College,http://www.cs.williams.edu/~jannen/
Katie Keith,Assistant Professor,Williams College,https://kakeith.github.io/
Samuel McCauley,Associate Professor,Williams College,http://mccauleysam.com/
John Parker,Visiting Professor,Williams College,https://jparker25.github.io/
Kelly Shaw,Professor,Williams College,http://cs.williams.edu/~kshaw/
Shikha Singh,Associate Professor,Williams College,https://www.cs.williams.edu/~shikha/
Aaron Williams,Associate Professor,Williams College,https://sites.google.com/williams.edu/aaron
Sunday Ngwobia,Assistant Professor,Wittenberg University,https://www.wittenberg.edu/academics/computerscience/sunday-ngwobia-phd
Theresa Wilson,Professor of Practice,Wittenberg University,https://www.wittenberg.edu/academics/computerscience/theresa-wilson-phd
Beau M. Christ,Associate Professor,Wofford College,https://www.wofford.edu/academics/majors-and-programs/computer-science/faculty-and-staff#ChristBeau
Aaron L. Garrett,Associate Professor,Wofford College,https://www.wofford.edu/academics/majors-and-programs/computer-science/faculty-and-staff#GarrettAaron
Nicole Tobias,Assistant Professor,Wofford College,
