name,title,college,google_scholar
Kevin Webb,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=oJyWHW0AAAAJ&hl=en
Joshua Brody,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=FP9jNNkAAAAJ&hl=en
Vasanta Chaganti,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=WQn_ygoAAAAJ&hl=en
Andrew Danner,Professor,Swarthmore College,https://scholar.google.com/citations?user=5arl_Q8AAAAJ&hl=en
Lila Fontes,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=lIKNXiYAAAAJ&hl=en
Nathaniel Grammel,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=ldWF9aYAAAAJ&hl=en
Gabriel Hope,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?hl=en&user=zFMN24cAAAAJ
Neil Lutz,Visiting Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=aw4FZEIAAAAJ&hl=en
Ben Mitchell,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=xNRziXcAAAAJ&hl=en
Tia Newhall,Professor,Swarthmore College,https://scholar.google.com/citations?user=TcipDegAAAAJ&hl=en
Keith O'Hara,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=LXr-dOQAAAAJ&hl=en
Zachary Palmer,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=0_e4C00AAAAJ&hl=en
Ameet Soni,Associate Professor,Swarthmore College,https://scholar.google.com/citations?user=HPYGJ8gAAAAJ&hl=en
Sukrit Venkatagiri,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=f9JCcxAAAAAJ&hl=en
Ranysha Ware,Assistant Professor,Swarthmore College,https://scholar.google.com/citations?user=uVdgpL8AAAAJ&hl=en
Rich Wicentowski,Professor,Swarthmore College,https://scholar.google.com/citations?user=kl7fn3gAAAAJ&hl=en
Charlie Kazer,Lab Instructor,Swarthmore College,https://scholar.google.com/citations?user=EZppqzoAAAAJ&hl=en
Marcus Brumfield,Assistant Professor,Tougaloo College,https://scholar.google.com/citations?hl=en&user=mgItsboAAAAJ
Bobby England,Professor,Transylvania University,https://scholar.google.com/citations?user=HIQ-LGMAAAAJ&hl=en
Kenny Moorman,Professor,Transylvania University,https://scholar.google.com/citations?user=AWHaCykAAAAJ&hl=en
Ewa Syta,Associate Professor,Trinity College,https://scholar.google.com/citations?user=sWHQCFIAAAAJ&hl=en
Chandranil Chakraborttii,Assistant Professor,Trinity College,https://scholar.google.com/citations?user=IvKw05sAAAAJ&hl=en
Maminur Islam,Assistant Professor,Trinity College,https://scholar.google.com/citations?user=tvxNJD0AAAAJ&hl=en
Jonathan Johnson,Visiting Lecturer,Trinity College,https://scholar.google.com/citations?user=N3Z4jx4AAAAJ&hl=en
Takunari Miyazaki,Associate Professor,Trinity College,https://scholar.google.com/citations?user=e05y9xEAAAAJ&hl=ja
Madalene Spezialetti,Associate Professor,Trinity College,https://scholar.google.com/citations?user=og2EQiUAAAAJ&hl=en
Peter A. Yoon,Professor,Trinity College,https://scholar.google.com/citations?user=8l9BcBAAAAAJ&hl=en
Paul Myers,Professor,Trinity University,https://scholar.google.com/citations?user=uvszLnAAAAAJ&hl=en
Zeyu Chen,Visiting Assistant Professor,Trinity University,https://scholar.google.com/citations?user=LCzu9MEAAAAJ&hl=en
Eduardo Davalos Anaya,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=tAszlSkAAAAJ&hl=en
Seth Fogarty,Associate Professor,Trinity University,https://scholar.google.com/citations?user=teTBejQAAAAJ&hl=en
Matthew Hibbs,Associate Professor,Trinity University,https://scholar.google.com/citations?user=XOrGKF4AAAAJ&hl=en
Britton Horn,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=fTe-ACYAAAAJ&hl=en
Johanna Jacob,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=YJ3ls7YAAAAJ&hl=en
Sheng Tan,Associate Professor,Trinity University,https://scholar.google.com/citations?user=vhUYV3gAAAAJ&hl=en
Eva Tuba,Assistant Professor,Trinity University,https://scholar.google.com/citations?user=GlKwwMQAAAAJ&hl=en
Yu Zhang,Professor,Trinity University,https://scholar.google.com/citations?user=lodtnAYAAAAJ&hl=en
Matt Anderson,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=KltZGjMAAAAJ&hl=en
Aaron Cass,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=IF-mw2wAAAAJ&hl=es
Georgia Doing,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?hl=en&user=-GDlWUMAAAAJ
Chris Fernandes,Professor,Union College (NY),https://scholar.google.com/citations?user=8C87yoIAAAAJ&hl=en
Shruti Mahajan,Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=Kw4ZWScAAAAJ&hl=en
John Rieffel,Professor,Union College (NY),https://scholar.google.com/citations?user=mOlQZ30AAAAJ&hl=en
TJ Schlueter,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=JK4MjhsAAAAJ&hl=en
Kristina Striegnitz,Associate Professor,Union College (NY),https://scholar.google.com/citations?user=aXn42y8AAAAJ&hl=en
Arjun Viswanathan,Visiting Assistant Professor,Union College (NY),https://scholar.google.com/citations?user=o3mIkGsAAAAJ&hl=en
Nick Webb,Associate Professor,Union College (NY),https://scholar.google.com/citations?hl=en&user=_Sq0ebwAAAAJ
Jennifer Polack,Professor,University of Mary Washington,https://scholar.google.com/citations?user=sBRijTcAAAAJ&hl=en
Karen Anewalt,Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=060zUaAAAAAJ
Stephen Davies,Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=9pkpxRoAAAAJ
Andrew Marshall,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=Re5zhb4AAAAJ&hl=en
Ian Finlayson,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=m7qAS28AAAAJ&hl=en
Xin-Wen Wu,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=wSESyXH7LoMC&hl=en
Jessica Zeitz,Associate Professor,University of Mary Washington,https://scholar.google.com/citations?user=p0MiE_QAAAAJ&hl=en
Prashant Chandrasekar,Assistant Professor,University of Mary Washington,https://scholar.google.com/citations?user=ccMZ46IAAAAJ&hl=en
Evan Coleman,Assistant Professor,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=2a1LymgAAAAJ
Josh Clements,Lecturer,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=UaV-Q6IAAAAJ
Gusty Cooper,Lecturer,University of Mary Washington,https://scholar.google.com/citations?hl=en&user=3rRYklUAAAAJ
Peter Dolan,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?hl=en&user=D43qGz4AAAAJ
Wenkai Guan,Assistant Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=fJriImAAAAAJ&hl=en
Kristin Lamberty,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?hl=en&user=hbkmFjcAAAAJ
Elena Machkasova,Associate Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=ZiP_z-IAAAAJ&hl=en
Nic McPhee,Professor,University of Minnesota Morris,https://scholar.google.com/citations?user=iQlsotIAAAAJ&hl=en
Kevin Sanft,Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=R7VWKOgAAAAJ&hl=en
Marietta Cameron,Professor,University of North Carolina Asheville,https://scholar.google.com/citations?hl=en&user=ZIP3bdUAAAAJ
Kenneth Bogert,Associate Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=HYCHbSUAAAAJ&hl=en
Farzana Rashid,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=j6dP4yEAAAAJ&hl=en
Michael Sarris,Lecturer,University of North Carolina Asheville,https://scholar.google.com/citations?user=3C0yDU0AAAAJ&hl=el
Sarah Van Wart,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=SznLjBcAAAAJ&hl=en
Adam Whitley,Assistant Professor,University of North Carolina Asheville,https://scholar.google.com/citations?user=L4AE2yYAAAAJ&hl=en
Baha Alsaify,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=PSEVKkcAAAAJ&hl=en
America Chambers,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?hl=en&view_op=top_venues&vq=phy_acousticssound
Sunita Chepuri,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=3SyZAb8AAAAJ&hl=en
David Chiu,Professor,University of Puget Sound,https://scholar.google.com/citations?user=HwaZjxcAAAAJ&hl=en
Cynthia Gibson,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=GiA5yIsAAAAJ&hl=en
Sara Johnson,Visiting Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=eMvbVTsAAAAJ&hl=fil
Marissa Masden,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?hl=en&user=7RQU0k0AAAAJ
Alison Paradise,Instructor,University of Puget Sound,https://scholar.google.com/citations?user=rWPBP7IAAAAJ&hl=en
Jake Price,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?user=3SyZAb8AAAAJ&hl=en
Adam Smith,Associate Professor,University of Puget Sound,https://scholar.google.com/citations?user=fkGi-JMAAAAJ&hl=en
Maddie Weinstein,Assistant Professor,University of Puget Sound,https://scholar.google.com/citations?user=rz3qFaQAAAAJ&hl=en
Douglas Szajda,Associate Professor,University of Richmond,https://scholar.google.com/citations?user=_bw-eZIAAAAJ&hl=en
Prateek Bhakta,Associate Professor,University of Richmond,https://scholar.google.com/citations?hl=en&user=H7mK4S8AAAAJ
M Charity,Assistant Professor,University of Richmond,https://scholar.google.com/citations?user=AKXHtd8AAAAJ&hl=en
Arthur Charlesworth,Professor,University of Richmond,https://scholar.google.com/citations?user=dGDG7iMAAAAJ&hl=en
Catherine Finegan-Dollak,Assistant Professor,University of Richmond,https://scholar.google.com/citations?user=WeKGg44AAAAJ&hl=en
Yucong Jiang,Associate Professor,University of Richmond,https://scholar.google.com/citations?user=RD0UlhwAAAAJ&hl=en
Patrick Martin,Assistant Professor,University of Richmond,https://scholar.google.com/citations?user=-aGXo9cAAAAJ&hl=en
Mmachi Obiorah,Assistant Professor,University of Richmond,https://scholar.google.com/citations?user=9501B3IAAAAJ&hl=en
Joonsuk Park,Associate Professor,University of Richmond,https://scholar.google.com/citations?user=3SPMM3oAAAAJ&hl=en
William F. Prior,Adjunct Instructor,University of Richmond,https://scholar.google.com/citations?hl=en&user=W68nbkQAAAAJ
Shweta Ware,Associate Professor,University of Richmond,https://scholar.google.com/citations?user=Uk0rcfMAAAAJ&hl=en
Catherine Cavagnaro,Professor,The University of the South,https://scholar.google.com/citations?user=F0XeZiYAAAAJ&hl=en
Stephen Carl,Associate Professor,The University of the South,https://scholar.google.com/citations?hl=en&user=lHXR-zNi00AC
Ross Sowell,Associate Professor,The University of the South,https://scholar.google.com/citations?user=QoUpqrYAAAAJ&hl=en
C Karen,Associate Professor,University of Virginia--Wise,
E Alex,Adjunct Instructor,University of Virginia--Wise,
F David,Senior Instructor,University of Virginia--Wise,https://scholar.google.com/citations?user=QPECbwkAAAAJ&hl=en
H Robert,Associate Professor,University of Virginia--Wise,
L Shilpa,Assistant Professor,University of Virginia--Wise,https://scholar.google.com/citations?user=JtKxK6wAAAAJ&hl=en
S Jacob,Professor,University of Virginia--Wise,https://scholar.google.com/citations?user=nsQNqnIAAAAJ&hl=en
Nicholas Scoville,Professor,Ursinus College,https://scholar.google.com/citations?user=P9JQOi8AAAAJ&hl=en
Susan Adam,Instructor,Ursinus College,https://scholar.google.com/citations?user=P9JQOi8AAAAJ&hl=en
David Henry,Instructor,Ursinus College,https://scholar.google.com/citations?user=Gvjj1hkAAAAJ&hl=en
Olena Kozhushkina,Associate Professor,Ursinus College,https://scholar.google.com/citations?hl=en&user=ZOFbsGIAAAAJ
William Mongan,Associate Professor,Ursinus College,https://scholar.google.com/citations?user=LJ1vhCcAAAAJ&hl=en
Leslie New,Associate Professor,Ursinus College,https://scholar.google.com/citations?user=P9JQOi8AAAAJ&hl=en
Christopher Sadowski,Associate Professor,Ursinus College,https://scholar.google.com/citations?hl=en&user=EMHBeCYAAAAJ
Eric Mawuena Takyi,Assistant Professor,Ursinus College,https://scholar.google.com/citations?user=Hw5aDgUAAAAJ&hl=en
Jason Waterman,Associate Professor,Vassar College,https://scholar.google.com/citations?hl=en&user=2zXjGNMAAAAJ
Jacob Erickson,Visiting Assistant Professor,Vassar College,https://scholar.google.com/citations?user=qiYVqhsAAAAJ&hl=en
Anna Gommerstadt,Assistant Professor,Vassar College,https://scholar.google.com/citations?user=EpQx8hQAAAAJ&hl=en
Jonathan Gordon,Assistant Professor,Vassar College,https://scholar.google.com/citations?user=1FP7yLYAAAAJ&hl=en
Luke Hunsberger,Professor,Vassar College,https://scholar.google.com/citations?user=yL2U-IkAAAAJ&hl=en
Peter Lemieszewski,Visiting Assistant Professor,Vassar College,https://scholar.google.com/citations?hl=en&user=8R7ycwMAAAAJ
Heather Newman,Assistant Professor,Vassar College,https://scholar.google.com/citations?user=kfN8iy8AAAAJ&hl=en
Rui Manuel Pacheco Meireles,Assistant Professor,Vassar College,https://scholar.google.com/citations?user=jdVkaIcAAAAJ&hl=en
Marc L. Smith,Professor,Vassar College,https://scholar.google.com/citations?user=XDLmU2gAAAAJ&hl=en
Logan Stapleton,Assistant Professor,Vassar College,https://scholar.google.com/citations?user=eyZ_qHEAAAAJ&hl=en
Abdullah Al-Alaj,Assistant Professor,Virginia Wesleyan University,https://scholar.google.com/citations?user=3m5CSMAAAAAJ&hl=en
Zizhong J. Wang,Professor,Virginia Wesleyan University,https://scholar.google.com/citations?user=SVEzOXYAAAAJ&hl=en
Qixin Deng,Assistant Professor,Wabash College,https://scholar.google.com/citations?user=DtjBcf8AAAAJ&hl=en
Colin McKinney,Associate Professor,Wabash College,https://scholar.google.com/citations?hl=en&user=CriDWLEAAAAJ
William J. Turner,Associate Professor,Wabash College,https://scholar.google.com/citations?user=nX8O2hsAAAAJ&hl=en
Chad Westphal,Professor,Wabash College,https://scholar.google.com/citations?hl=en&user=5WcgOxMAAAAJ
Ryeongkyung Yoon,Assistant Professor,Wabash College,https://scholar.google.com/citations?user=q6qMGNAAAAAJ&hl=en
Jim Jacobs,Assistant Professor,Wartburg College,https://scholar.google.com/citations?user=4kOdChQAAAAJ&hl=en
Terry Letsche,Associate Professor,Wartburg College,https://scholar.google.com/citations?user=nBayLMUAAAAJ&hl=en
Sara Sprenkle,Associate Professor,Washington and Lee University,https://scholar.google.com/citations?user=C236-ioAAAAJ&hl=en
Sana Habib,Visiting Assistant Professor,Washington and Lee University,https://scholar.google.com/citations?hl=en&user=z5w-Y3IAAAAJ
Simon Levy,Professor,Washington and Lee University,https://scholar.google.com/citations?hl=en&user=HIj-rdQAAAAJ
Kefu Lu,Associate Professor,Washington and Lee University,https://scholar.google.com/citations?user=IlZ0qUAAAAAJ&hl=en
Elizabeth Matthews,Associate Professor,Washington and Lee University,https://scholar.google.com/citations?user=TJH3qCwAAAAJ&hl=en
Austin Lobo,Associate Professor,Washington College,https://scholar.google.com/citations?user=TJhPg5oAAAAJ&hl=en
Shaun Ramsey,Professor,Washington College,https://scholar.google.com/citations?user=r2GKGs4AAAAJ&hl=en
Heather Switzer,Assistant Professor,Washington College,https://scholar.google.com/citations?user=wvTLjXgAAAAJ&hl=en
Charles Hannon,Professor,Washington & Jefferson College,https://scholar.google.com/citations?user=37V673QAAAAJ&hl=en
Amanda Holland-Minkley,Professor,Washington & Jefferson College,https://scholar.google.com/citations?hl=en&user=lOxCHUoAAAAJ
John Ladd,Assistant Professor,Washington & Jefferson College,https://scholar.google.com/citations?user=J6tt69QAAAAJ&hl=en
Rebecca Rapp,Assistant Professor,Washington & Jefferson College,https://scholar.google.com/citations?user=_weTWTYAAAAJ&hl=en
Carolyn Anderson,Assistant Professor,Wellesley College,https://scholar.google.com/citations?user=tJ2RaucAAAAJ&hl=en
Scott Anderson,Associate Teaching Professor,Wellesley College,https://scholar.google.com/citations?user=tJ2RaucAAAAJ&hl=en
Christine Bassem,Associate Professor,Wellesley College,https://scholar.google.com/citations?user=wxcghcwAAAAJ&hl=en
Brian Brubach,Assistant Professor,Wellesley College,https://scholar.google.com/citations?user=JFkDzroAAAAJ&hl=en
Vinitha Gadiraju,Assistant Professor,Wellesley College,https://scholar.google.com/citations?user=zMyR_X4AAAAJ&hl=tr
Catherine Grevet Delcourt,Associate Professor,Wellesley College,https://scholar.google.com/citations?user=lugBcC8AAAAJ&hl=en
Stella Kakavouli,Associate Teaching Professor,Wellesley College,https://scholar.google.com/citations?user=bVtATjgAAAAJ&hl=en
Peter Mawhorter,Associate Teaching Professor,Wellesley College,https://scholar.google.com/citations?user=XPYMp5sAAAAJ&hl=en
Sara Melnick,Assistant Teaching Professor,Wellesley College,https://scholar.google.com/citations?hl=en&user=cBSP328AAAAJ
Panagiotis Metaxas,Professor,Wellesley College,https://scholar.google.com/citations?user=7tc03WEAAAAJ&hl=en
Eni Mustafaraj,Associate Professor,Wellesley College,https://scholar.google.com/citations?user=QTP6jogAAAAJ&hl=en
Smaranda Sandu,Assistant Teaching Professor,Wellesley College,https://scholar.google.com/citations?user=V_gDAxAAAAAJ&hl=en
Orit Shaer,Professor,Wellesley College,https://scholar.google.com/citations?user=T6Qvl9oAAAAJ&hl=en
Brian Tjaden,Professor,Wellesley College,https://scholar.google.com/citations?user=LpyfNEgAAAAJ&hl=en
Franklyn Turbak,Associate Professor,Wellesley College,https://scholar.google.com/citations?user=2K_KqskAAAAJ&hl=en
Jordan Tynes,Assistant Teaching Professor,Wellesley College,https://scholar.google.com/citations?user=7kbd5cQAAAAJ&hl=en
Alexa VanHattum,Assistant Professor,Wellesley College,https://scholar.google.com/citations?user=niKmcN0AAAAJ&hl=en
Yaniv Yacoby,Assistant Professor,Wellesley College,https://scholar.google.com/citations?user=nEhVgawAAAAJ&hl=en
Norman Danner,Professor,Wesleyan University,https://scholar.google.com/citations?user=DAjt5XwAAAAJ&hl=en
Daniel Krizanc,Professor,Wesleyan University,https://scholar.google.com/citations?user=YhYbuGgAAAAJ&hl=en
Dan Licata,Associate Professor,Wesleyan University,https://scholar.google.com/citations?user=eqVh7V0AAAAJ&hl=en
James Lipton,Professor,Wesleyan University,https://scholar.google.com/citations?user=PFJrOBMAAAAJ&hl=en
Yuxuan Mei,Assistant Professor,Wesleyan University,https://scholar.google.com/citations?user=4stIEywAAAAJ&hl=en
Sonia Roberts,Assistant Professor,Wesleyan University,https://scholar.google.com/citations?user=l9FIozYAAAAJ&hl=en
Sebastian Zimmeck,Associate Professor,Wesleyan University,https://scholar.google.com/citations?user=2YlFc5wAAAAJ&hl=en
Wai Kiu Chan,Professor,Wesleyan University,https://scholar.google.com/citations?user=HtFnRYgAAAAJ&hl=en
Victoria Ursula Manfredi,Associate Professor,Wesleyan University,https://scholar.google.com/citations?user=oOCABigAAAAJ&hl=en
John P. Bonomo,Professor,Westminster College (PA),https://scholar.google.com/citations?user=QB3cbC8AAAAJ&hl=en
Adam M. Blumenthal,Assistant Professor,Westminster College (PA),https://scholar.google.com/citations?hl=en&user=YkSKaRMAAAAJ
Natacha Fontes Merz,Associate Professor,Westminster College (PA),https://scholar.google.com/citations?user=ch6xV-IAAAAJ&hl=en
Heather Muchowski,Assistant Professor,Westminster College (PA),https://scholar.google.com/citations?user=gS2LPxgAAAAJ&hl=en
Hyunju Kim,Associate Professor,Wheaton College (IL),https://scholar.google.com/citations?hl=en&user=J2munmYAAAAJ
Devin Pohly,Senior Lecturer,Wheaton College (IL),https://scholar.google.com/citations?user=OEB8gu0AAAAJ&hl=en
Thomas VanDrunen,Professor,Wheaton College (IL),
Nicholas Almeder,Visiting Instructor,Wheaton College (MA),https://scholar.google.com/citations?user=05KB-zkAAAAJ&hl=en
Michael B. Gousie,Professor,Wheaton College (MA),https://scholar.google.com/citations?user=GB0BM-gAAAAJ&hl=en
Mark D. LeBlanc,Professor,Wheaton College (MA),https://scholar.google.com/citations?user=EZpjqh0AAAAJ&hl=en
Tony Tong,Assistant Professor,Wheaton College (MA),https://scholar.google.com/citations?user=JJGxmFoAAAAJ&hl=en
William Bares,Associate Professor,Whitman College,https://scholar.google.com/citations?user=9xdPCFwAAAAJ&hl=en
Janet Davis,Professor,Whitman College,https://scholar.google.com/citations?user=hJlrtW0AAAAJ&hl=en
Richard Torres Molina,Visiting Instructor,Whitman College,https://scholar.google.com/citations?user=AmV42f8AAAAJ&hl=en
Sachintha Pitigala,Visiting Assistant Professor,Whitman College,https://scholar.google.com/citations?user=tMqlSccAAAAJ&hl=en
John Stratton,Associate Professor,Whitman College,https://scholar.google.com/citations?user=v1Y1JfkAAAAJ&hl=en
Jordan Wirfs-Brock,Assistant Professor,Whitman College,https://scholar.google.com/citations?user=sHB-4YEAAAAJ&hl=en
Fred Agbo,Assistant Professor,Willamette University,https://scholar.google.com/citations?user=mSqmwdgAAAAJ&hl=en
Rachel A Brown,Assistant Professor,Willamette University,https://scholar.google.com/citations?user=hcGGVvwAAAAJ&hl=en
Haiyan Cheng,Professor,Willamette University,https://scholar.google.com/citations?user=Fust4loAAAAJ&hl=en
Calvin K Deutschbein,Assistant Professor,Willamette University,https://scholar.google.com/citations?user=oX_DdgEAAAAJ
Kristen Gore,Assistant Professor,Willamette University,https://scholar.google.com/citations?hl=en&user=gHbO4FAAAAAJ
Hank Ibser,Associate Professor,Willamette University,https://scholar.google.com/citations?hl=en&user=DVYrbs8AAAAJ
Heather Kitada Smalley,Associate Professor,Willamette University,https://scholar.google.com/citations?user=95CokZ8AAAAJ&hl=en
Zechariah D Meunier,Assistant Professor,Willamette University,https://scholar.google.com/citations?hl=en&user=YDW_S30AAAAJ
Jed Rembold,Associate Professor,Willamette University,https://scholar.google.com/citations?user=FWDxXyAAAAAJ&hl=en
Hendrik Orem,Assistant Professor,Willamette University,https://scholar.google.com/citations?user=NGlHvcUAAAAJ&hl=en
Jeannie Albrecht,Professor,Williams College,https://scholar.google.com/citations?user=2d28jmIAAAAJ&hl=en
Daniel Barowy,Associate Professor,Williams College,https://scholar.google.com/citations?user=1JCpYiEAAAAJ&hl=en
James Bern,Assistant Professor,Williams College,https://scholar.google.com/citations?user=RbpGItIAAAAJ&hl=en
Rohit Bhattacharya,Assistant Professor,Williams College,https://scholar.google.com/citations?user=KIvKEtcAAAAJ&hl=en
Stephen N. Freund,Professor,Williams College,https://scholar.google.com/citations?user=friM_CIAAAAJ&hl=en
Mark Hopkins,Associate Professor,Williams College,https://scholar.google.com/citations?user=gGqR-CEAAAAJ&hl=en
Iris Howley,Assistant Professor,Williams College,https://scholar.google.com/citations?user=8OJAnn0AAAAJ&hl=en
William Jannen,Associate Professor,Williams College,https://scholar.google.com/citations?user=dwRPjp8AAAAJ&hl=en
Katie Keith,Assistant Professor,Williams College,https://scholar.google.com/citations?user=8848cTsAAAAJ&hl=en
Samuel McCauley,Associate Professor,Williams College,https://scholar.google.com/citations?user=b8NUZ-MAAAAJ&hl=en
John Parker,Visiting Professor,Williams College,https://scholar.google.com/citations?hl=en&user=Sh53XfkAAAAJ
Kelly Shaw,Professor,Williams College,https://scholar.google.com/citations?user=t9SavGIAAAAJ&hl=en
Shikha Singh,Associate Professor,Williams College,https://scholar.google.com/citations?user=0aLpDg4AAAAJ&hl=en
Aaron Williams,Associate Professor,Williams College,https://scholar.google.com/citations?user=9wk-SkEAAAAJ&hl=en
Sunday Ngwobia,Assistant Professor,Wittenberg University,https://scholar.google.com/citations?user=n3qkCSMAAAAJ&hl=en
Theresa Wilson,Professor of Practice,Wittenberg University,https://scholar.google.com/citations?user=pWzjQJUAAAAJ&hl=en
Beau M. Christ,Associate Professor,Wofford College,https://scholar.google.com/citations?hl=en&user=7cOGzcwAAAAJ
Aaron L. Garrett,Associate Professor,Wofford College,https://scholar.google.com/citations?user=3HIFcgcAAAAJ&hl=en
Nicole Tobias,Assistant Professor,Wofford College,https://scholar.google.com/citations?user=VxZmIjcAAAAJ&hl=en
